Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference,Mechanical Power,Wear Rate,Thermal Stress
1,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,8.799999999999955,51114.7,0.06962380681099169,252.5599999999987
1,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,8.899999999999977,72764.5,0.09368029732811874,481.48999999999876
1,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,8.799999999999955,65228.0,0.09026798301109451,404.7999999999979
1,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,8.699999999999989,45527.0,0.07566938295944739,230.5499999999997
2,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,8.699999999999989,46483.5,0.08093194354326674,247.94999999999968
1,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,8.699999999999989,60671.3,0.08922670185774838,348.86999999999955
1,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,8.699999999999989,78038.8,0.1041033433859397,515.9099999999993
2,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,8.699999999999989,57191.2,0.0943012211029164,337.55999999999955
1,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,8.699999999999989,50027.1,0.08770846195941416,268.82999999999964
1,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,8.699999999999989,53102.4,0.08460634542620073,271.43999999999966
2,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,8.699999999999989,57596.0,0.09480519474363298,325.37999999999954
2,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,8.699999999999989,52100.200000000004,0.09637774896741412,293.18999999999966
1,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,8.699999999999989,68748.0,0.11275964383326435,443.6999999999994
0,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,8.800000000000011,54112.0,0.10131578940702908,313.2800000000004
2,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,8.800000000000011,63981.299999999996,0.10412573667051359,368.7200000000005
2,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,8.800000000000011,66222.6,0.11522048355958713,414.48000000000053
1,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,8.800000000000011,67544.40000000001,0.11285909705002797,406.56000000000057
2,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,8.800000000000011,49341.200000000004,0.09916864602187134,257.8400000000003
0,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,8.699999999999989,46340.0,0.10271903317056251,243.59999999999968
0,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,8.699999999999989,43874.8,0.10011441641869884,218.36999999999972
1,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,8.699999999999989,62700.4,0.1311953351813445,397.5899999999995
1,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,8.800000000000011,49317.299999999996,0.12288993914727214,293.04000000000036
1,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,8.699999999999989,59270.4,0.12169312161263682,341.03999999999957
1,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,8.800000000000011,59731.200000000004,0.11397058816545919,322.08000000000044
1,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,8.699999999999989,66947.5,0.12327868844375167,381.9299999999995
2,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,8.600000000000023,46358.399999999994,0.10820045551924802,227.0400000000006
1,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,8.600000000000023,44398.200000000004,0.100416233038285,198.66000000000054
2,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,8.699999999999989,64146.399999999994,0.1346685081942897,385.40999999999946
0,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,8.699999999999989,67430.2,0.13683483058960966,405.4199999999995
2,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,8.599999999999966,53339.799999999996,0.12711333742823208,287.2399999999989
2,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,8.699999999999989,53036.6,0.12545675997231623,281.0099999999996
0,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,8.699999999999989,57950.0,0.13704918023800053,330.59999999999957
0,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,8.799999999999955,78402.0,0.14657534236535935,472.55999999999756
1,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,8.699999999999989,38373.6,0.10101476010100796,153.98999999999978
1,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,8.799999999999955,58157.2,0.15922190190257787,368.7199999999981
2,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,8.699999999999989,52812.0,0.13680981586698784,281.8799999999996
1,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,8.699999999999989,47348.8,0.1398514850619731,254.90999999999968
1,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,8.799999999999955,37497.6,0.0,147.83999999999924
0,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,8.799999999999955,75036.0,0.001351351350438276,446.1599999999977
1,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,8.799999999999955,72375.3,0.005135730003568796,467.2799999999976
0,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,8.799999999999955,65481.6,0.006267409466387598,401.2799999999979
2,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,8.899999999999977,54155.9,0.008711885495512205,299.92999999999927
2,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,8.899999999999977,70323.8,0.01165181630455667,428.97999999999894
1,303.5,312.4,1481,43.7,20,0,0,0,0,0,0,8.899999999999977,64719.700000000004,0.013504388917282653,388.92999999999904
2,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,8.899999999999977,50910.2,0.013698630128456643,282.12999999999926
1,303.5,312.3,1681,29.8,25,0,0,0,0,0,0,8.800000000000011,50093.8,0.014872099931664424,262.24000000000035
1,303.5,312.2,1511,37.1,27,0,0,0,0,0,0,8.699999999999989,56058.1,0.01786896094118533,322.7699999999996
2,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,8.800000000000011,56073.600000000006,0.01820464531186149,309.76000000000045
2,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,8.800000000000011,63884.4,0.020887728445895738,366.9600000000005
0,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,8.800000000000011,67914.0,0.025252525234305535,431.20000000000056
0,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,8.900000000000034,49355.1,0.02261164498439138,248.31000000000094
2,303.4,312.2,1561,38.2,45,0,0,0,0,0,0,8.800000000000011,59630.200000000004,0.02882767454911744,336.1600000000005
1,303.3,312.2,1457,40.7,48,0,0,0,0,0,0,8.899999999999977,59299.9,0.03294440629173342,362.2299999999991
1,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,8.899999999999977,60240.0,0.03320053118645383,355.9999999999991
1,303.4,312.2,1337,69.4,52,1,0,0,1,0,0,8.800000000000011,92787.8,0.038893044099556434,610.7200000000008
1,303.4,312.3,1287,54.8,54,0,0,0,0,0,0,8.900000000000034,70527.59999999999,0.041958041925440524,487.72000000000185
2,303.4,312.2,1615,35.7,56,0,0,0,0,0,0,8.800000000000011,57655.50000000001,0.03467492257914865,314.1600000000004
2,303.4,312.2,1972,23.5,59,0,0,0,0,0,0,8.800000000000011,46342.0,0.029918864082191243,206.80000000000027
0,303.4,312.3,1522,42.1,62,0,0,0,0,0,0,8.900000000000034,64076.200000000004,0.040735873823432404,374.6900000000015
1,303.4,312.3,1680,30.6,67,0,0,0,0,0,0,8.900000000000034,51408.0,0.039880952357213714,272.34000000000106
1,303.4,312.3,1502,36.0,69,0,0,0,0,0,0,8.900000000000034,54072.0,0.04593874830496754,320.4000000000012
2,303.5,312.3,1543,33.3,71,0,0,0,0,0,0,8.800000000000011,51381.899999999994,0.046014257909258414,293.04000000000036
1,303.5,312.3,1584,35.2,74,0,0,0,0,0,0,8.800000000000011,55756.8,0.04671717168767855,309.76000000000045
1,303.5,312.4,1340,44.5,76,0,0,0,0,0,0,8.899999999999977,59630.0,0.05671641786812207,396.049999999999
1,303.4,312.3,1663,33.9,78,0,0,0,0,0,0,8.900000000000034,56375.7,0.04690318698322117,301.7100000000011
2,303.3,312.1,1693,30.0,80,0,0,0,0,0,0,8.800000000000011,50790.0,0.047253396309950735,264.00000000000034
1,303.3,312.1,1418,44.7,83,0,0,0,0,0,0,8.800000000000011,63384.600000000006,0.05853314523375659,393.3600000000005
0,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,8.800000000000011,57187.2,0.05469755466235678,323.8400000000004
1,303.4,312.2,1580,35.8,90,0,0,0,0,0,0,8.800000000000011,56563.99999999999,0.056962025280403776,315.04000000000036
1,303.4,312.3,1479,42.8,92,0,0,0,0,0,0,8.900000000000034,63301.2,0.06220419197957796,380.92000000000144
1,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,8.899999999999977,90650.4,0.07320872268441687,628.3399999999983
1,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,8.900000000000034,59598.00000000001,0.06233766229718333,344.43000000000137
2,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,8.899999999999977,48340.600000000006,0.061021170572215955,267.8899999999993
1,303.6,312.5,1286,62.4,101,0,0,0,0,0,0,8.899999999999977,80246.4,0.07853810258278529,555.3599999999985
1,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,9.0,59329.0,0.06857523297698054,355.5
2,303.6,312.7,1699,31.5,105,0,0,0,0,0,0,9.099999999999966,53518.5,0.061801059410358405,286.64999999999895
1,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,9.100000000000023,54788.4,0.06741573029499642,311.2200000000008
0,303.6,312.6,1436,42.0,110,0,0,0,0,0,0,9.0,60312.0,0.07660167125584841,378.0
2,303.6,312.7,1765,27.5,115,0,0,0,0,0,0,9.099999999999966,48537.5,0.06515580732852362,250.24999999999906
1,303.6,312.7,1418,44.1,118,0,0,0,0,0,0,9.099999999999966,62533.8,0.08321579683835274,401.3099999999985
2,303.7,312.7,1669,31.7,120,0,0,0,0,0,0,9.0,52907.299999999996,0.0718993408796289,285.3
1,303.7,312.7,1395,53.9,123,0,0,0,0,0,0,9.0,75190.5,0.08817204294754692,485.09999999999997
2,303.8,312.7,1500,41.7,125,0,0,0,0,0,0,8.899999999999977,62550.00000000001,0.08333333327777777,371.1299999999991
2,303.8,312.7,1555,33.4,128,0,0,0,0,0,0,8.899999999999977,51937.0,0.08231511248725716,297.25999999999925
2,303.8,312.7,1919,20.2,131,0,0,0,0,0,0,8.899999999999977,38763.799999999996,0.06826472117338993,179.77999999999955
1,303.8,312.7,1596,36.6,134,0,0,0,0,0,0,8.899999999999977,58413.600000000006,0.08395989969676697,325.73999999999916
2,303.8,312.7,1374,53.6,136,0,0,0,0,0,0,8.899999999999977,73646.40000000001,0.09898107707497737,477.03999999999877
1,303.7,312.5,1670,26.1,139,0,0,0,0,0,0,8.800000000000011,43587.0,0.08323353288429129,229.68000000000032
1,303.7,312.6,1702,29.1,141,0,0,0,0,0,0,8.900000000000034,49528.200000000004,0.08284371322982155,258.99000000000103
2,303.8,312.5,1366,45.1,143,0,0,0,0,0,0,8.699999999999989,61606.6,0.10468521222204595,392.3699999999995
2,303.8,312.5,2344,15.2,146,0,0,0,0,0,0,8.699999999999989,35628.799999999996,0.062286689393222405,132.2399999999998
2,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,8.800000000000011,42255.2,0.08427601805188008,210.32000000000025
1,303.8,312.5,1523,47.0,152,0,0,0,0,0,0,8.699999999999989,71581.0,0.0998030202890328,408.89999999999947
1,303.8,312.6,1735,25.9,154,0,0,0,0,0,0,8.800000000000011,44936.5,0.08876080686526754,227.92000000000027
1,303.9,312.7,1339,62.3,156,0,0,0,0,0,0,8.800000000000011,83419.7,0.11650485428192317,548.2400000000007
1,303.9,312.7,1800,24.3,158,0,0,0,0,0,0,8.800000000000011,43740.0,0.08777777772901234,213.8400000000003
2,304.0,312.7,1456,51.2,160,0,0,0,0,0,0,8.699999999999989,74547.2,0.1098901098146359,445.43999999999943
1,303.9,312.7,1789,24.4,163,0,0,0,0,0,0,8.800000000000011,43651.6,0.09111235321905402,214.72000000000025
1,303.9,312.7,1602,33.9,165,0,0,0,0,0,0,8.800000000000011,54307.799999999996,0.10299625461735563,298.3200000000004
2,303.8,312.7,1364,49.3,167,0,0,0,0,0,0,8.899999999999977,67245.2,0.1224340175055469,438.76999999999884
1,303.8,312.6,1793,28.1,170,0,0,0,0,0,0,8.800000000000011,50383.3,0.09481316224494525,247.28000000000034
1,303.9,312.6,1426,53.4,172,0,0,0,0,0,0,8.700000000000045,76148.4,0.12061711071485476,464.5800000000024
2,303.9,312.7,1485,43.3,174,0,0,0,0,0,0,8.800000000000011,64300.49999999999,0.11717171709281365,381.0400000000005
1,303.9,312.7,1528,38.4,177,0,0,0,0,0,0,8.800000000000011,58675.2,0.11583769625926851,337.9200000000004
1,303.8,312.6,1565,36.0,179,0,0,0,0,0,0,8.800000000000011,56340.0,0.11437699673202747,316.8000000000004
1,303.8,312.7,1838,27.8,181,0,0,0,0,0,0,8.899999999999977,51096.4,0.09847660495186256,247.41999999999936
0,303.8,312.6,1811,24.9,183,0,0,0,0,0,0,8.800000000000011,45093.899999999994,0.10104914406347369,219.12000000000026
1,303.8,312.7,1461,38.2,188,0,0,0,0,0,0,8.899999999999977,55810.200000000004,0.12867898690713278,339.97999999999917
1,303.8,312.7,1414,41.7,190,0,0,0,0,0,0,8.899999999999977,58963.8,0.13437057982010567,371.1299999999991
1,303.7,312.7,1426,45.5,192,0,0,0,0,0,0,9.0,64883.0,0.1346423561468146,409.5
1,303.7,312.7,1359,56.8,194,1,0,0,0,1,0,9.0,77191.2,0.14275202344168356,511.2
1,303.7,312.7,1540,44.8,196,0,0,0,0,0,0,9.0,68992.0,0.12727272719008265,403.2
1,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,9.099999999999966,68163.3,0.1385584323732971,434.0699999999984
2,303.7,312.7,1612,36.3,200,0,0,0,0,0,0,9.0,58515.6,0.1240694788312224,326.7
2,303.7,312.8,1685,31.8,203,0,0,0,0,0,0,9.100000000000023,53583.0,0.12047477737657282,289.38000000000073
2,303.7,312.8,1558,37.7,206,0,0,0,0,0,0,9.100000000000023,58736.600000000006,0.13222079580730373,343.0700000000009
1,303.7,313.0,1811,24.3,209,0,0,0,0,0,0,9.300000000000011,44007.3,0.11540585305609836,225.9900000000003
1,303.8,313.1,1869,25.8,211,0,0,0,0,0,0,9.300000000000011,48220.200000000004,0.11289459598025971,239.9400000000003
1,303.8,313.1,1256,58.7,213,1,0,0,0,1,0,9.300000000000011,73727.2,0.1695859871261258,545.9100000000007
2,303.8,313.0,1789,23.5,215,0,0,0,0,0,0,9.199999999999989,42041.5,0.12017887081040868,216.19999999999973
1,303.7,312.9,1502,40.5,0,0,0,0,0,0,0,9.199999999999989,60831.0,0.0,372.59999999999957
2,303.7,313.0,1303,54.4,2,0,0,0,0,0,0,9.300000000000011,70883.2,0.0015349194155526327,505.9200000000006
1,303.8,313.1,2497,13.0,5,1,0,0,1,0,0,9.300000000000011,32461.0,0.002002402882658229,120.90000000000015
1,303.9,313.2,1499,37.4,7,0,0,0,0,0,0,9.300000000000011,56062.6,0.004669779850120227,347.8200000000004
1,303.9,313.2,1393,46.5,9,0,0,0,0,0,0,9.300000000000011,64774.5,0.006460875802971374,432.4500000000005
2,303.9,313.0,1475,41.0,11,0,0,0,0,0,0,9.100000000000023,60475.0,0.007457627113588049,373.10000000000093
1,303.8,312.9,1573,34.6,14,0,0,0,0,0,0,9.099999999999966,54425.8,0.008900190712714437,314.8599999999988
1,303.8,312.9,1819,23.7,16,0,0,0,0,0,0,9.099999999999966,43110.299999999996,0.008796041776362814,215.6699999999992
2,303.5,312.6,1642,29.4,18,0,0,0,0,0,0,9.100000000000023,48274.799999999996,0.010962241162629572,267.54000000000065
1,303.6,312.6,1540,39.8,21,0,0,0,0,0,0,9.0,61291.99999999999,0.013636363627508854,358.2
2,303.6,312.8,1400,43.2,23,0,0,0,0,0,0,9.199999999999989,60480.00000000001,0.016428571416836735,397.43999999999954
2,303.6,312.8,2659,11.4,26,1,0,0,1,0,0,9.199999999999989,30312.600000000002,0.009778112068530232,104.87999999999987
2,303.6,312.8,1825,25.2,29,0,0,0,0,0,0,9.199999999999989,45990.0,0.015890410950197033,231.83999999999972
2,303.7,312.9,1532,41.3,32,0,0,0,0,0,0,9.199999999999989,63271.6,0.020887728445895738,379.9599999999995
1,303.7,312.8,1832,23.6,35,0,0,0,0,0,0,9.100000000000023,43235.200000000004,0.019104803483021394,214.76000000000056
2,303.6,312.7,2174,17.6,37,0,0,0,0,0,0,9.099999999999966,38262.4,0.017019319219402338,160.1599999999994
1,303.7,312.8,1627,31.7,40,0,0,0,0,0,0,9.100000000000023,51575.9,0.02458512598366003,288.4700000000007
1,303.7,312.8,1437,51.3,42,0,0,0,0,0,0,9.100000000000023,73718.09999999999,0.029227557390934196,466.8300000000011
1,303.7,312.8,1364,46.3,44,0,0,0,0,0,0,9.100000000000023,63153.2,0.03225806449247942,421.330000000001
2,303.7,312.9,1444,52.7,46,0,0,0,0,0,0,9.199999999999989,76098.8,0.031855955656609446,484.8399999999994
2,303.7,312.8,1366,47.3,49,0,0,0,0,0,0,9.100000000000023,64611.799999999996,0.03587115663552624,430.43000000000103
1,303.8,312.9,1442,48.3,52,0,0,0,0,0,0,9.099999999999966,69648.59999999999,0.03606102632728084,439.5299999999983
0,303.7,312.8,1488,42.8,54,0,0,0,0,0,0,9.100000000000023,63686.399999999994,0.0362903225562565,389.4800000000009
1,303.7,312.8,1523,40.7,59,0,0,0,0,0,0,9.100000000000023,61986.100000000006,0.03873933024376931,370.37000000000097
1,303.7,312.8,1543,38.3,61,0,0,0,0,0,0,9.100000000000023,59096.899999999994,0.039533376513588216,348.5300000000008
2,303.7,312.8,1634,33.8,63,0,0,0,0,0,0,9.100000000000023,55229.2,0.03855569153087167,307.5800000000007
2,303.8,312.9,1815,27.8,66,0,0,0,0,0,0,9.099999999999966,50457.0,0.0363636363436013,252.97999999999905
2,303.8,312.9,1594,35.2,69,0,0,0,0,0,0,9.099999999999966,56108.8,0.04328732745088624,320.3199999999988
1,303.8,313.0,1452,38.6,72,0,0,0,0,0,0,9.199999999999989,56047.200000000004,0.04958677682535346,355.11999999999955
1,303.9,313.0,1759,28.4,74,0,0,0,0,0,0,9.100000000000023,49955.6,0.04206935756562288,258.4400000000006
1,303.9,313.0,1408,47.5,76,0,0,0,0,0,0,9.100000000000023,66880.0,0.053977272688936595,432.2500000000011
1,303.9,313.0,1483,45.0,78,0,0,0,0,0,0,9.100000000000023,66735.0,0.0525960889733,409.500000000001
2,303.9,313.0,1620,36.6,80,0,0,0,0,0,0,9.100000000000023,59292.0,0.049382716018899556,333.06000000000085
2,304.0,313.1,1466,39.5,83,0,0,0,0,0,0,9.100000000000023,57907.0,0.05661664389043885,359.4500000000009
1,304.1,313.1,1556,36.3,86,0,0,0,0,0,0,9.0,56482.799999999996,0.05526992284365686,326.7
1,304.0,313.0,1350,61.1,88,0,0,0,0,0,0,9.0,82485.0,0.06518518513689986,549.9
1,304.0,313.1,1404,47.1,90,0,0,0,0,0,0,9.100000000000023,66128.40000000001,0.064102564056907,428.6100000000011
2,304.0,313.0,1575,34.5,92,0,0,0,0,0,0,9.0,54337.5,0.05841269837561098,310.5
1,303.9,313.1,1639,29.0,95,0,0,0,0,0,0,9.200000000000045,47531.0,0.057962172020767436,266.8000000000013
2,303.9,313.1,1473,42.8,97,0,0,0,0,0,0,9.200000000000045,63044.399999999994,0.06585200267084046,393.7600000000019
1,303.9,313.2,1481,40.0,100,0,0,0,0,0,0,9.300000000000011,59240.0,0.06752194458641327,372.00000000000045
1,304.0,313.3,1294,54.6,102,0,0,0,0,0,0,9.300000000000011,70652.40000000001,0.07882534769797113,507.78000000000065
2,303.9,313.2,1630,29.3,104,0,0,0,0,0,0,9.300000000000011,47759.0,0.06380368094245173,272.49000000000035
2,303.9,313.2,1624,39.8,107,0,0,0,0,0,0,9.300000000000011,64635.2,0.06588669946681854,370.14000000000044
2,303.9,313.1,1437,48.3,110,0,0,0,0,0,0,9.200000000000045,69407.09999999999,0.07654836459530384,444.3600000000022
2,303.8,313.0,1514,45.0,113,0,0,0,0,0,0,9.199999999999989,68130.0,0.07463672386087403,413.9999999999995
2,304.0,313.1,1694,31.4,116,0,0,0,0,0,0,9.100000000000023,53191.6,0.06847697752746341,285.7400000000007
1,304.0,313.1,1564,50.9,119,0,0,0,0,0,0,9.100000000000023,79607.59999999999,0.07608695647309018,463.19000000000113
2,303.9,313.1,1514,41.1,121,0,0,0,0,0,0,9.200000000000045,62225.4,0.07992073970943148,378.1200000000019
2,304.0,313.2,1500,40.6,124,0,0,0,0,0,0,9.199999999999989,60900.0,0.08266666661155556,373.5199999999995
1,304.0,313.2,1615,37.8,127,0,0,0,0,0,0,9.199999999999989,61046.99999999999,0.0786377708491407,347.75999999999954
2,304.1,313.2,1586,41.1,129,0,0,0,0,0,0,9.099999999999966,65184.600000000006,0.08133669603951027,374.0099999999986
1,304.1,313.3,1732,28.5,132,0,0,0,0,0,0,9.199999999999989,49362.0,0.07621247108763714,262.1999999999997
0,304.1,313.3,1689,32.5,134,0,0,0,0,0,0,9.199999999999989,54892.5,0.0793368856842292,298.99999999999966
0,304.1,313.2,1586,34.6,139,0,0,0,0,0,0,9.099999999999966,54875.600000000006,0.08764186627513122,314.8599999999988
1,304.0,313.2,1314,47.1,144,0,0,0,0,0,0,9.199999999999989,61889.4,0.1095890410124893,433.3199999999995
1,304.1,313.2,1569,35.8,146,0,0,0,0,0,0,9.099999999999966,56170.2,0.09305289987695799,325.7799999999988
1,304.1,313.2,1468,39.4,148,0,0,0,0,0,0,9.099999999999966,57839.2,0.10081743862342135,358.53999999999866
1,304.1,313.2,1412,47.5,150,0,0,0,0,0,0,9.099999999999966,67070.0,0.1062322945423284,432.2499999999984
2,304.1,313.2,1510,46.9,152,0,0,0,0,0,0,9.099999999999966,70819.0,0.10066225158896538,426.7899999999984
2,304.1,313.2,1410,42.4,155,0,0,0,0,0,0,9.099999999999966,59784.0,0.1099290779362205,385.83999999999855
2,304.1,313.3,1680,29.3,158,0,0,0,0,0,0,9.199999999999989,49224.0,0.09404761899163831,269.55999999999966
0,304.0,313.2,1271,68.6,161,1,0,0,1,0,0,9.199999999999989,87190.59999999999,0.12667191178074594,631.1199999999992
0,304.0,313.1,1472,45.5,166,0,0,0,0,0,0,9.100000000000023,66976.0,0.11277173905382354,414.05000000000103
0,304.0,313.0,1701,30.4,171,0,0,0,0,0,0,9.0,51710.399999999994,0.10052910047000052,273.59999999999997
1,303.9,313.0,1480,39.9,176,0,0,0,0,0,0,9.100000000000023,59052.0,0.11891891883856828,363.0900000000009
1,303.9,313.0,1433,48.4,178,0,0,0,0,0,0,9.100000000000023,69357.2,0.12421493361883117,440.4400000000011
1,303.8,312.9,1514,34.3,180,0,0,0,0,0,0,9.099999999999966,51930.2,0.11889035659254268,312.1299999999988
1,303.8,312.9,1619,35.7,182,0,0,0,0,0,0,9.099999999999966,57798.3,0.11241507096206604,324.8699999999988
0,303.8,312.9,1378,45.6,184,0,0,0,0,0,0,9.099999999999966,62836.8,0.13352685041108356,414.95999999999844
2,303.9,312.9,1430,53.5,189,0,0,0,0,0,0,9.0,76505.0,0.1321678320754071,481.5
1,303.8,312.9,1367,49.9,192,0,0,0,0,0,0,9.099999999999966,68213.3,0.1404535478123968,454.08999999999827
1,303.9,312.9,1526,42.5,194,0,0,0,0,0,0,9.0,64855.0,0.12712975089965284,382.5
1,303.9,312.8,1419,47.9,196,0,0,0,0,0,0,8.900000000000034,67970.09999999999,0.13812544035368185,426.3100000000016
1,304.0,312.8,1542,42.7,198,0,0,0,0,0,0,8.800000000000011,65843.40000000001,0.12840466917742888,375.7600000000005
1,304.0,312.9,1363,62.5,200,1,0,0,0,1,0,8.899999999999977,85187.5,0.14673514295910847,556.2499999999986
1,304.0,312.9,1313,53.9,202,0,0,0,0,0,0,8.899999999999977,70770.7,0.15384615372898236,479.7099999999988
0,304.0,312.9,1495,46.6,0,0,0,0,0,0,0,8.899999999999977,69667.0,0.0,414.73999999999893
1,304.0,313.0,1407,42.1,5,0,0,0,0,0,0,9.0,59234.700000000004,0.00355366026755248,378.90000000000003
1,304.1,313.0,1566,37.2,7,0,0,0,0,0,0,8.899999999999977,58255.200000000004,0.00446998722575352,331.0799999999992
1,304.1,313.1,1550,30.9,9,0,0,0,0,0,0,9.0,47895.0,0.005806451609157127,278.09999999999997
2,304.2,313.2,1396,50.5,11,0,0,0,0,0,0,9.0,70498.0,0.007879656154813999,454.5
2,304.3,313.3,1540,39.0,14,0,0,0,0,0,0,9.0,60060.0,0.009090909085005903,351.0
2,304.2,313.2,1380,48.7,17,0,0,0,0,0,0,9.0,67206.0,0.012318840570783448,438.3
2,304.2,313.1,1608,31.1,20,0,0,0,0,0,0,8.900000000000034,50008.8,0.012437810937538674,276.7900000000011
0,304.2,313.0,1442,40.9,23,0,0,0,0,0,0,8.800000000000011,58977.799999999996,0.015950069337066525,359.92000000000047
1,304.1,313.0,1408,45.3,28,0,0,0,0,0,0,8.899999999999977,63782.399999999994,0.0198863636222398,403.16999999999894
2,304.0,313.0,1454,46.8,30,0,0,0,0,0,0,9.0,68047.2,0.02063273726228835,421.2
1,304.1,313.1,1666,34.6,33,0,0,0,0,0,0,9.0,57643.600000000006,0.019807923157378195,311.40000000000003
1,304.1,313.2,1366,46.6,35,0,0,0,0,0,0,9.099999999999966,63655.6,0.025622254739661596,424.0599999999984
1,304.2,313.2,1464,44.9,37,0,0,0,0,0,0,9.0,65733.59999999999,0.025273224026452715,404.09999999999997
1,304.3,313.3,1775,24.9,39,0,0,0,0,0,0,9.0,44197.5,0.021971830973536995,224.1
2,304.3,313.4,1482,43.8,41,0,0,0,0,0,0,9.099999999999966,64911.6,0.027665317120333793,398.5799999999985
2,304.2,313.4,1411,54.8,44,0,0,0,0,0,0,9.199999999999989,77322.8,0.03118355773835325,504.15999999999934
1,304.2,313.3,1410,51.6,47,0,0,0,0,0,0,9.100000000000023,72756.0,0.03333333330969267,469.5600000000012
2,304.1,313.3,1494,39.0,49,0,0,0,0,0,0,9.199999999999989,58266.0,0.032797858077109866,358.79999999999956
0,304.1,313.2,1590,43.4,52,0,0,0,0,0,0,9.099999999999966,69006.0,0.03270440249515446,394.9399999999985
1,304.1,313.1,1327,54.1,57,0,0,0,0,0,0,9.0,71790.7,0.04295403161796983,486.90000000000003
1,304.1,313.1,1969,20.8,59,0,0,0,0,0,0,9.0,40955.200000000004,0.02996444894364426,187.20000000000002
2,304.0,313.0,1377,56.0,61,0,0,0,0,0,0,9.0,77112.0,0.04429920112977545,504.0
1,304.0,313.0,1541,45.9,64,0,0,0,0,0,0,9.0,70731.9,0.04153147304248444,413.09999999999997
2,304.0,313.0,1685,28.2,66,0,0,0,0,0,0,9.0,47517.0,0.03916913944262959,253.79999999999998
1,304.0,313.1,1465,41.0,69,0,0,0,0,0,0,9.100000000000023,60065.0,0.04709897607706554,373.10000000000093
2,303.9,313.1,1483,47.2,71,0,0,0,0,0,0,9.200000000000045,69997.6,0.04787592714236282,434.24000000000217
2,303.9,313.2,1570,40.7,74,0,0,0,0,0,0,9.300000000000011,63899.00000000001,0.04713375793176194,378.5100000000005
1,303.9,313.2,1345,48.2,77,0,0,0,0,0,0,9.300000000000011,64829.00000000001,0.05724907058940589,448.26000000000056
2,303.9,313.2,1608,40.6,79,0,0,0,0,0,0,9.300000000000011,65284.8,0.04912935320327776,377.5800000000005
